Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
LSD,https://www.leafly.com/strains/lsd,Hybrid,,4.3,(1149),THC 18%,CBG 1%,Euphoric,Myrcene,,,,,,,,,,,,,,
Triangle Kush,https://www.leafly.com/strains/triangle-kush,Indica,"aka OG Triangle, Triangle OG",4.6,(250),THC 20%,CBG 1%,Relaxed,Myrcene,,,,,,,,,,,,,,
Afghan Kush,https://www.leafly.com/strains/afghan-kush,Indica,aka Afghani Kush,4.0,(1227),THC 15%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Clementine,https://www.leafly.com/strains/clementine,Sativa,,4.4,(518),THC 18%,CBG 1%,Energetic,Terpinolene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Clementine,shop menus,,,,,,,,,,,,
Orange Creamsicle,https://www.leafly.com/strains/orange-creamsicle,Hybrid,,4.5,(212),THC 30%,CBG 1%,Uplifted,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Orange%20Creamsicle,shop menus,,,,,,,,,,,,
Banana Punch,https://www.leafly.com/strains/banana-punch,Hybrid,,4.5,(110),THC 18%,CBG 1%,Tingly,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20Punch,shop menus,,,,,,,,,,,,
Gelato 45,https://www.leafly.com/strains/gelato-45,Hybrid,,4.5,(27),THC 22%,CBG 1%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Marshmallow OG,https://www.leafly.com/strains/marshmallow-og,Hybrid,,4.6,(141),THC 20%,CBG 1%,Relaxed,Limonene,,,,,,,,,,,,,,
Blackberry Kush,https://www.leafly.com/strains/blackberry-kush,Indica,aka BBK,4.2,(1981),THC 17%,CBD 0%,Sleepy,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Blackberry%20Kush,shop menus,,,,,,,,,,,,
LA Confidential,https://www.leafly.com/strains/la-confidential,Indica,"aka Confidential, Confidential OG",4.3,(1386),THC 17%,CBG 1%,Sleepy,Pinene,,,,,,,,,,,,,,
Nerds,https://www.leafly.com/strains/nerds,Hybrid,"aka Nerdz, Blue Nerds, Pink Nerds, Nerds OG, Nerdz OG, Blue Nerdz",4.2,(6),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Lemon Skunk,https://www.leafly.com/strains/lemon-skunk,Hybrid,aka Lemon Skunk OG,4.3,(1062),THC 19%,CBG 1%,Energetic,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Lemon%20Skunk,shop menus,,,,,,,,,,,,
Superglue,https://www.leafly.com/strains/superglue,Hybrid,aka Tacky Glue,4.6,(420),THC 21%,CBD 0%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Ghost OG,https://www.leafly.com/strains/ghost-og,Hybrid,aka Ghost OG Kush,4.5,(643),THC 19%,CBD 0%,Relaxed,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Ghost%20OG,shop menus,,,,,,,,,,,,
Master Kush,https://www.leafly.com/strains/master-kush,Indica,"aka High Rise, Grandmaster Kush, Purple SoCal Master Kush",4.3,(1791),THC 17%,CBG 1%,Sleepy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Master%20Kush,shop menus,,,,,,,,,,,,
Banana OG,https://www.leafly.com/strains/banana-og,Hybrid,,4.3,(573),THC 20%,CBG 1%,Sleepy,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20OG,shop menus,,,,,,,,,,,,
Rainbow Sherbet,https://www.leafly.com/strains/rainbow-sherbet,Hybrid,,4.2,(44),THC 18%,CBD 0%,Giggly,Caryophyllene,,,,,,,,,,,,,,
Mac and Cheese,https://www.leafly.com/strains/mac-and-cheese,Hybrid,aka Mac N Cheese,4.6,(60),THC 23%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
ZaZa,https://www.leafly.com/strains/zaza,Hybrid,,4.3,(145),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
OGKB,https://www.leafly.com/strains/ogkb,Hybrid,aka OG Kush Breath,4.4,(81),THC 25%,CBG 1%,Sleepy,Terpinolene,,,,,,,,,,,,,,
Lemon Cake,https://www.leafly.com/strains/lemon-cake,Sativa,,4.4,(212),THC 17%,CBG 1%,Uplifted,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Lemon%20Cake,shop menus,,,,,,,,,,,,
Venom OG,https://www.leafly.com/strains/venom-og,Hybrid,"aka Venom, Venom OG Kush",4.4,(287),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Super Skunk,https://www.leafly.com/strains/super-skunk,Indica,,4.2,(600),THC 16%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Silver Haze,https://www.leafly.com/strains/silver-haze,Sativa,,4.1,(775),THC 22%,CBD 0%,Talkative,Myrcene,,,,,,,,,,,,,,
Mazar x Blueberry OG,https://www.leafly.com/strains/mazar-x-blueberry-og,Hybrid,"aka Skywalker OG, Skywalker OG Kush",4.5,(1602),THC 20%,CBG 1%,Sleepy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Mazar%20x%20Blueberry%20OG,shop menus,,,,,,,,,,,,
Lemon Kush,https://www.leafly.com/strains/lemon-kush,Hybrid,aka Cali Lemon Kush,4.1,(1236),THC 19%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Sour Apple,https://www.leafly.com/strains/sour-apple,Hybrid,aka Sour Apple Diesel,4.3,(262),THC 17%,CBD 0%,Giggly,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Sour%20Apple,shop menus,,,,,,,,,,,,
Zoap,https://www.leafly.com/strains/zoap,Hybrid,,4.6,(22),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Vanilla Frosting,https://www.leafly.com/strains/vanilla-frosting,Hybrid,,4.4,(76),THC 20%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Rainbow Runtz,https://www.leafly.com/strains/rainbow-runtz,Indica,aka Rainbow Runts,4.6,(28),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Strawberry Shortcake,https://www.leafly.com/strains/strawberry-shortcake,Indica,,4.6,(107),THC 16%,CBG 1%,Relaxed,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Strawberry%20Shortcake,shop menus,,,,,,,,,,,,
Larry OG,https://www.leafly.com/strains/larry-og,Hybrid,"aka Lemon Larry, Sour Larry, Zour Larry",4.2,(812),THC 20%,CBD 0%,Hungry,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Larry%20OG,shop menus,,,,,,,,,,,,
Harlequin,https://www.leafly.com/strains/harlequin,Sativa,,4.3,(1391),CBD 9%,THC 5%,Focused,Myrcene,,,,,,,,,,,,,,
Golden Goat,https://www.leafly.com/strains/golden-goat,Hybrid,,4.5,(1434),THC 19%,CBG 1%,Energetic,Terpinolene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Golden%20Goat,shop menus,,,,,,,,,,,,
Alien Cookies,https://www.leafly.com/strains/alien-cookies,Hybrid,,4.6,(57),THC 21%,CBG 1%,Aroused,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Alien%20Cookies,shop menus,,,,,,,,,,,,
Moby Dick,https://www.leafly.com/strains/moby-dick,Sativa,,4.3,(658),THC 16%,CBG 1%,Energetic,Terpinolene,,,,,,,,,,,,,,
Granimals,https://www.leafly.com/strains/garanimals,Indica,aka Garanimals,4.5,(63),THC 23%,CBG 1%,Tingly,Caryophyllene,,,,,,,,,,,,,,
NYC Diesel,https://www.leafly.com/strains/nyc-diesel,Hybrid,"aka New York Diesel, New York City Diesel, NYC Sour Diesel",4.2,(955),THC 20%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Limoncello,https://www.leafly.com/strains/lemonchello-28,Hybrid,"aka Lemonchello 28, Lemoncello",4.3,(75),THC 17%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Modified Grapes,https://www.leafly.com/strains/modified-grapes,Hybrid,aka Modified Grape,4.4,(97),THC 26%,CBD —,Sleepy,,,,,,,,,,,,,,,
Cheese,https://www.leafly.com/strains/cheese,Hybrid,aka Dinafem Cheese,4.0,(1583),THC 18%,CBD 0%,Hungry,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Cheese,shop menus,,,,,,,,,,,,
Blue Zushi,https://www.leafly.com/strains/blue-zushi,Hybrid,,4.6,(26),THC 20%,CBD —,Tingly,,,,,,,,,,,,,,,
Critical Kush,https://www.leafly.com/strains/critical-kush,Indica,,4.4,(712),THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Chocolope,https://www.leafly.com/strains/chocolope,Sativa,aka D-Line,4.3,(1372),THC 22%,CBG 3%,Energetic,Terpinolene,,,,,,,,,,,,,,
Kandy Kush,https://www.leafly.com/strains/kandy-kush,Hybrid,aka Candy Kush,4.3,(596),THC 18%,CBD 0%,Hungry,Limonene,,,,,,,,,,,,,,
Sour Tangie,https://www.leafly.com/strains/sour-tangie,Sativa,aka Sunva,4.6,(695),THC 18%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Death Star,https://www.leafly.com/strains/death-star,Indica,aka Deathstar,4.5,(1433),THC 19%,CBD 0%,Sleepy,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Death%20Star,shop menus,,,,,,,,,,,,
Donny Burger,https://www.leafly.com/strains/donny-burger,Indica,,4.6,(45),THC 27%,CBG 1%,Aroused,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Donny%20Burger,shop menus,,,,,,,,,,,,
Pink Cookies,https://www.leafly.com/strains/pink-cookies,Hybrid,,4.5,(139),THC 20%,CBG 1%,Tingly,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Pink%20Cookies,shop menus,,,,,,,,,,,,
Strawberry Diesel,https://www.leafly.com/strains/strawberry-diesel,Hybrid,,4.4,(345),THC 19%,CBD 0%,Uplifted,Caryophyllene,,,,,,,,,,,,,,
Blueberry Kush,https://www.leafly.com/strains/blueberry-kush,Indica,aka Blueberry OG Kush,4.2,(1101),THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Key Lime Pie,https://www.leafly.com/strains/key-lime-pie,Hybrid,"aka Key Lime GSC, Key Lime Cookies",4.5,(378),THC 20%,CBG 1%,Happy,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Key%20Lime%20Pie,shop menus,,,,,,,,,,,,
Cherry Gelato,https://www.leafly.com/strains/cherry-gelato,Hybrid,,4.4,(37),THC 14%,CBG 1%,Euphoric,Pinene,,,,,,,,,,,,,,
Tangerine Dream,https://www.leafly.com/strains/tangerine-dream,Hybrid,,4.3,(1002),THC 20%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Pink Lemonade,https://www.leafly.com/strains/pink-lemonade,Hybrid,,4.5,(185),THC 18%,CBG 1%,Energetic,Ocimene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Pink%20Lemonade,shop menus,,,,,,,,,,,,
Gruntz,https://www.leafly.com/strains/gruntz,Hybrid,,4.6,(33),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
Blackberry,https://www.leafly.com/strains/blackberry,Hybrid,,4.1,(582),THC 17%,CBD 0%,Sleepy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Blackberry,shop menus,,,,,,,,,,,,
White Cherry Gelato,https://www.leafly.com/strains/white-cherry-gelato,Hybrid,,4.5,(18),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Mango Haze,https://www.leafly.com/strains/mango-haze,Sativa,,4.5,(330),THC 20%,CBD 0%,Energetic,Terpinolene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Mango%20Haze,shop menus,,,,,,,,,,,,
Lemon OG,https://www.leafly.com/strains/lemon-og,Hybrid,aka Lemon OG Kush,4.3,(540),THC 19%,CBD 0%,Hungry,Caryophyllene,,,,,,,,,,,,,,
Jelly Rancher,https://www.leafly.com/strains/jelly-rancher,Hybrid,aka Hella jelly,4.5,(61),THC 21%,CBD 0%,Happy,Caryophyllene,,,,,,,,,,,,,,
Super Sour Diesel,https://www.leafly.com/strains/super-sour-diesel,Sativa,"aka Super Diesel, Super Sour",4.4,(613),THC 23%,CBD 0%,Energetic,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Super%20Sour%20Diesel,shop menus,,,,,,,,,,,,
Mango,https://www.leafly.com/strains/mango,Indica,aka Mango OG,4.1,(531),THC 17%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
Fruit Punch,https://www.leafly.com/strains/fruit-punch,Sativa,,4.5,(168),THC 18%,CBG 2%,Energetic,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Fruit%20Punch,shop menus,,,,,,,,,,,,
Lemon Tree,https://www.leafly.com/strains/lemon-tree,Hybrid,aka Lemon Tree Kush,4.5,(139),THC 17%,CBG 1%,Happy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Lemon%20Tree,shop menus,,,,,,,,,,,,
Pink Panties,https://www.leafly.com/strains/pink-panties,Indica,,4.5,(58),THC 16%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Black Mamba,https://www.leafly.com/strains/black-mamba,Indica,aka Black Mamba #6,4.5,(272),THC 20%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Purple Gelato,https://www.leafly.com/strains/purple-gelato,Hybrid,,4.6,(30),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Garlic Breath,https://www.leafly.com/strains/garlic-breath,Hybrid,,4.7,(87),THC 24%,CBG 1%,Sleepy,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Garlic%20Breath,shop menus,,,,,,,,,,,,
Cherry Runtz,https://www.leafly.com/strains/cherry-runtz,Hybrid,,4.6,(20),THC 17%,CBG 1%,Aroused,Limonene,,,,,,,,,,,,,,
Larry Bird,https://www.leafly.com/strains/larry-bird-kush,Hybrid,aka Larry Bird Kush,4.7,(65),THC 17%,CBD —,Uplifted,,,,,,,,,,,,,,,
Blue Diesel,https://www.leafly.com/strains/blue-diesel,Hybrid,"aka Blue City Diesel, New Blue Diesel",4.3,(629),THC 15%,CBD 0%,Uplifted,Myrcene,,,,,,,,,,,,,,
Pineapple Upside Down Cake,https://www.leafly.com/strains/pineapple-upside-down-cake,Hybrid,,4.5,(164),THC 24%,CBG 4%,Giggly,Ocimene,,,,,,,,,,,,,,
Grapefruit,https://www.leafly.com/strains/grapefruit,Sativa,,4.2,(597),THC 19%,CBD 0%,Energetic,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Grapefruit,shop menus,,,,,,,,,,,,
Snowman,https://www.leafly.com/strains/snowman,Hybrid,aka Snowman OG,4.5,(29),THC 23%,CBD 0%,Hungry,Caryophyllene,,,,,,,,,,,,,,
Bubblegum Gelato,https://www.leafly.com/strains/bubblegum-gelato,Indica,"aka Bubble Gum Gelato, BG Gelato",4.5,(31),THC 16%,CBD —,Relaxed,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Bubblegum%20Gelato,shop menus,,,,,,,,,,,,
Tropical Runtz,https://www.leafly.com/strains/tropical-runtz,Hybrid,aka Tropical Runts,4.7,(31),THC 24%,CBD 0%,Uplifted,Myrcene,,,,,,,,,,,,,,
Obama Kush,https://www.leafly.com/strains/obama-kush,Indica,"aka Obama OG, Obama OG Kush",4.4,(748),THC 19%,CBD 0%,Relaxed,Caryophyllene,,,,,,,,,,,,,,
Monster Cookies,https://www.leafly.com/strains/monster-cookies,Indica,,4.6,(357),THC 19%,CBD 0%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Lamb's Bread,https://www.leafly.com/strains/lamb-s-bread,Sativa,aka Lamb's Breath,4.4,(858),THC 19%,CBD 1%,Energetic,Caryophyllene,,,,,,,,,,,,,,
Black Jack,https://www.leafly.com/strains/black-jack,Hybrid,,4.4,(529),THC 19%,CBG 1%,Energetic,Terpinolene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Black%20Jack,shop menus,,,,,,,,,,,,
Rainbow Chip,https://www.leafly.com/strains/rainbow-chip,Hybrid,,4.5,(53),THC 27%,CBG 1%,Uplifted,Limonene,,,,,,,,,,,,,,
The White,https://www.leafly.com/strains/the-white,Hybrid,,4.5,(370),THC 21%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Wonka Bars,https://www.leafly.com/strains/wonka-bars,Hybrid,,4.5,(54),THC 20%,CBG 1%,Giggly,Myrcene,,,,,,,,,,,,,,
Papaya Punch,https://www.leafly.com/strains/papaya-punch,Hybrid,,4.4,(61),THC 23%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Jelly Breath,https://www.leafly.com/strains/jelly-breath,Hybrid,,4.5,(37),THC 21%,CBG 1%,Tingly,Caryophyllene,,,,,,,,,,,,,,
The Soap,https://www.leafly.com/strains/the-soap,Hybrid,,4.6,(79),THC 16%,CBD 0%,Focused,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=The%20Soap,shop menus,,,,,,,,,,,,
Triangle Mints,https://www.leafly.com/strains/triangle-mints,Hybrid,,4.6,(52),THC —,CBD —,Focused,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Triangle%20Mints,shop menus,,,,,,,,,,,,
Blue Gelato,https://www.leafly.com/strains/blue-gelato,Hybrid,aka Blue Gelato #41,4.4,(39),THC 15%,CBD 0%,Uplifted,Caryophyllene,,,,,,,,,,,,,,
Thai,https://www.leafly.com/strains/thai,Sativa,"aka Thai Stick, Thailand",4.1,(154),THC 19%,CBG 1%,Energetic,Caryophyllene,,,,,,,,,,,,,,
Godfather OG,https://www.leafly.com/strains/godfather-og,Indica,"aka Godfather, The Don of All OGs",4.5,(219),THC 18%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Snoop Dogg OG,https://www.leafly.com/strains/snoop-dogg-og,Indica,"aka Snoop Dogg OG Kush, Snoop's OG",4.6,(160),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Guava Gelato,https://www.leafly.com/strains/guava-gelato,Hybrid,,4.6,(41),THC —,CBD —,Euphoric,,,,,,,,,,,,,,,
Dutch Treat,https://www.leafly.com/strains/dutch-treat,Hybrid,,4.3,(1046),THC 19%,CBG 1%,Euphoric,Terpinolene,,,,,,,,,,,,,,
Cali Kush,https://www.leafly.com/strains/cali-kush,Hybrid,"aka California Kush, Kali Kush",4.1,(256),THC 20%,CBD 0%,Hungry,Myrcene,,,,,,,,,,,,,,
Strawberry Lemonade,https://www.leafly.com/strains/strawberry-lemonade,Sativa,aka Mike's Strawberry Lemonade,4.3,(258),THC 20%,CBD 0%,Energetic,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Strawberry%20Lemonade,shop menus,,,,,,,,,,,,
Black Cherry OG,https://www.leafly.com/strains/black-cherry-og,Indica,"aka Black Cherry OG Kush, Black Cherry",4.4,(123),THC 17%,CBG 1%,Relaxed,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Black%20Cherry%20OG,shop menus,,,,,,,,,,,,
Melonade,https://www.leafly.com/strains/melonade,Hybrid,,4.5,(55),THC 21%,CBG 1%,Energetic,Limonene,,,,,,,,,,,,,,
Grape Stomper,https://www.leafly.com/strains/sour-grapes,Hybrid,aka Sour Grapes,4.3,(399),THC 18%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
ACDC,https://www.leafly.com/strains/acdc,Hybrid,,4.5,(819),CBD 13%,THC 1%,Focused,Myrcene,,,,,,,,,,,,,,
Lemon Meringue,https://www.leafly.com/strains/lemon-meringue,Sativa,aka Lemon Meringue Pie,4.6,(249),THC 21%,CBG 2%,Energetic,Terpinolene,,,,,,,,,,,,,,
Fatso,https://www.leafly.com/strains/fatso,Indica,,4.6,(63),THC 28%,CBG 1%,Sleepy,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Fatso,shop menus,,,,,,,,,,,,
Truffle Butter,https://www.leafly.com/strains/truffle-butter,Indica,aka Truffle Budder,4.4,(28),THC 21%,CBD —,Aroused,,,,,,,,,,,,,,,
White Russian,https://www.leafly.com/strains/white-russian,Hybrid,,4.3,(546),THC 21%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
Banana Runtz,https://www.leafly.com/strains/banana-runtz,Hybrid,,4.4,(63),THC —,CBD —,Aroused,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20Runtz,shop menus,,,,,,,,,,,,
Ice,https://www.leafly.com/strains/ice,Hybrid,,4.0,(252),THC 16%,CBG 1%,Focused,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Ice,shop menus,,,,,,,,,,,,
24k Gold,https://www.leafly.com/strains/24k-gold,Hybrid,aka 24k,4.5,(325),THC 20%,CBG 1%,Relaxed,Myrcene,,,,,,,,,,,,,,
Layer Cake,https://www.leafly.com/strains/layer-cake,Hybrid,,4.6,(178),THC 25%,CBG 1%,Relaxed,Myrcene,,,,,,,,,,,,,,
Wookies,https://www.leafly.com/strains/wookies,Hybrid,,4.7,(123),THC 20%,CBG 1%,Relaxed,Terpinolene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Wookies,shop menus,,,,,,,,,,,,
Lucky Charms,https://www.leafly.com/strains/lucky-charms,Hybrid,,4.5,(223),THC 23%,CBD 0%,Creative,Limonene,,,,,,,,,,,,,,
Cat Piss,https://www.leafly.com/strains/cat-piss,Sativa,,3.8,(321),THC 17%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Face Off OG,https://www.leafly.com/strains/face-off-og,Indica,"aka Faceoff OG Kush, Face Off, OG Face Off",4.7,(164),THC 22%,CBG 1%,Sleepy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Face%20Off%20OG,shop menus,,,,,,,,,,,,
Strawberry Cheesecake,https://www.leafly.com/strains/strawberry-cheesecake,Indica,,4.4,(225),THC 16%,CBD 0%,Happy,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Strawberry%20Cheesecake,shop menus,,,,,,,,,,,,
Strawberry Kush,https://www.leafly.com/strains/strawberry-kush,Hybrid,,4.1,(453),THC 19%,CBG 1%,Hungry,Myrcene,,,,,,,,,,,,,,
Sour OG,https://www.leafly.com/strains/sour-og,Hybrid,aka Sour OG Kush,4.3,(769),THC 21%,CBD 0%,Talkative,Limonene,,,,,,,,,,,,,,
MK Ultra,https://www.leafly.com/strains/mk-ultra,Indica,"aka MK Ultra OG, MKU",4.5,(785),THC 20%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Mendocino Purps,https://www.leafly.com/strains/mendocino-purps,Hybrid,"aka Mendo Purps, Purple Mendocino",4.3,(310),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Cake Mix,https://www.leafly.com/strains/cake-mix,Hybrid,,4.5,(76),THC 24%,CBG 1%,Tingly,Caryophyllene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Cake%20Mix,shop menus,,,,,,,,,,,,
Gummy Bears,https://www.leafly.com/strains/gummy-bears,Hybrid,,4.0,(51),THC 21%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Lemon Pound Cake,https://www.leafly.com/strains/lemon-pound-cake,Hybrid,,4.6,(36),THC 21%,CBG 1%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Strawberry,https://www.leafly.com/strains/strawberry,Sativa,,4.2,(197),THC 17%,CBG 1%,Energetic,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Strawberry,shop menus,,,,,,,,,,,,
Waffle Cone,https://www.leafly.com/strains/waffle-cone,Hybrid,,4.9,(31),THC —,CBD —,Tingly,,,,,,,,,,,,,,,
California Orange,https://www.leafly.com/strains/california-orange,Hybrid,"aka Cali Orange, Cali-O, Cali Orange Bud, COB, Californian Orange",4.3,(362),THC 12%,CBD 0%,Energetic,Myrcene,,,,,,,,,,,,,,
Banana Cream OG,https://www.leafly.com/strains/banana-cream-og,Hybrid,aka Banana Cream,4.5,(45),THC —,CBD —,Relaxed,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Banana%20Cream%20OG,shop menus,,,,,,,,,,,,
Orange Soda,https://www.leafly.com/strains/orange-soda,Hybrid,,4.5,(40),THC 26%,CBD —,Uplifted,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Orange%20Soda,shop menus,,,,,,,,,,,,
Diamond OG,https://www.leafly.com/strains/diamond-og,Indica,,4.5,(423),THC 17%,CBD 0%,Sleepy,Pinene,,,,,,,,,,,,,,
Sugar Cookie,https://www.leafly.com/strains/sugar-cookie,Hybrid,,4.3,(241),THC 22%,CBG 1%,Sleepy,Caryophyllene,,,,,,,,,,,,,,
Orange Kush Cake,https://www.leafly.com/strains/orange-kush-cake,Hybrid,,4.5,(69),THC 21%,CBG 1%,Tingly,Caryophyllene,,,,,,,,,,,,,,
Black Truffle,https://www.leafly.com/strains/black-truffle,Hybrid,,4.5,(23),THC 18%,CBG 1%,Talkative,Caryophyllene,,,,,,,,,,,,,,
Scooby Snacks,https://www.leafly.com/strains/scooby-snack,Hybrid,,4.6,(237),THC 23%,CBD 0%,Relaxed,Limonene,,,,,,,,,,,,,,
Sunshine,https://www.leafly.com/strains/sunshine,Sativa,aka Sunshine OG,4.7,(122),THC 24%,CBG 1%,Uplifted,Myrcene,,,,,,,,,,,,,,
Alien Rock Candy,https://www.leafly.com/strains/alien-rock-candy,Hybrid,,4.6,(269),THC 24%,CBG 1%,Relaxed,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Alien%20Rock%20Candy,shop menus,,,,,,,,,,,,
Cheesecake,https://www.leafly.com/strains/cheesecake,Indica,,4.7,(34),THC 22%,CBG 1%,Sleepy,Limonene,,,,,,,,,,,,,,
Honey Bun,https://www.leafly.com/strains/honey-bun,Hybrid,,4.5,(36),THC 23%,CBG 1%,Hungry,Limonene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Honey%20Bun,shop menus,,,,,,,,,,,,
Black Domina,https://www.leafly.com/strains/black-domina,Indica,,4.1,(339),THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,,,,,,,,,
Island Sweet Skunk,https://www.leafly.com/strains/island-sweet-skunk,Sativa,"aka Sweet Island Skunk, ISS",4.2,(918),THC 18%,CBG 1%,Energetic,Myrcene,,,,,,,,,,,,,,
SFV OG Kush,https://www.leafly.com/strains/sfv-og-kush,Indica,"aka San Fernando Valley Kush, SFV OG, SFV, San Fernando Valley OG",4.4,(242),THC 19%,CBD 0%,Sleepy,Myrcene,,,,,,,,,,,,,,
Acai Berry Gelato,https://www.leafly.com/strains/acai-berry-gelato,Hybrid,,4.6,(17),THC 32%,CBD —,Happy,,,,,,,,,,,,,,,
Pineapple,https://www.leafly.com/strains/pineapple,Hybrid,aka Pineapple OG,4.2,(537),THC 13%,CBG 1%,Happy,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Pineapple,shop menus,,,,,,,,,,,,
Grape Soda,https://www.leafly.com/strains/grape-soda,Hybrid,,4.6,(54),THC 19%,CBG 1%,Relaxed,Myrcene,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Grape%20Soda,shop menus,,,,,,,,,,,,
