Title1,Title_URL1,inlineblock1,textxs1,prxs1,plxs1,mrmd2,mrm1,capitalize1,capitaliz1,button_URL1,button1,Title,Title_URL,inlineblock,textxs,prxs,plxs,mrmd,mrmd1,capitalize,capitalize2,button_URL,button
Bubble Mints,https://www.leafly.com/strains/bubble-mints,Hybrid,,,,THC 23%,CBD —,,,,,,,,,,,,,,,,
Berry Cream Puff,https://www.leafly.com/strains/berry-cream-puff,Sativa,,,,THC 23%,CBD —,,,,,,,,,,,,,,,,
Gravity Apple,https://www.leafly.com/strains/gravity-apple,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pink Boost Goddess,https://www.leafly.com/strains/pink-boost-goddess,Sativa,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cali Gas,https://www.leafly.com/strains/cali-gas,Hybrid,,,,THC 35%,CBD —,,,,,,,,,,,,,,,,
Banana Cake,https://www.leafly.com/strains/banana-cake,Hybrid,,5.0,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Jelly Donutz,https://www.leafly.com/strains/jelly-donutz,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Gainesville Green,https://www.leafly.com/strains/gainesville-green,Hybrid,,5.0,(1),THC 18%,CBD —,,,,,,,,,,,,,,,,
GovernMint Oasis,https://www.leafly.com/strains/governmint-oasis,Hybrid,,,,THC 30%,CBD —,,,,,,,,,,,,,,,,
Forbidden Muffin,https://www.leafly.com/strains/forbidden-muffin,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Mega Z,https://www.leafly.com/strains/mega-z,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Dr. Quantum,https://www.leafly.com/strains/dr-quantum,Hybrid,,4.0,(1),THC 26%,CBG 2%,Sleepy,Limonene,,,,,,,,,,,,,,
Placenta,https://www.leafly.com/strains/placenta,Indica,,4.5,(2),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Purple Strawberries,https://www.leafly.com/strains/purple-strawberries,Indica,,,,THC 20%,CBD —,,,,,,,,,,,,,,,,
Chocolate Drop,https://www.leafly.com/strains/chocolate-drop,Hybrid,,5.0,(2),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Dream Police,https://www.leafly.com/strains/dream-police,Hybrid,,3.7,(7),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
Nikah #3,https://www.leafly.com/strains/nikah-3,Hybrid,,4.5,(2),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Strawberry Remedy #9,https://www.leafly.com/strains/strawberry-remedy-9,Hybrid,,5.0,(2),THC 14%,CBD 12%,Relaxed,Myrcene,,,,,,,,,,,,,,
Alien Fritter,https://www.leafly.com/strains/alien-fritter,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Terry T,https://www.leafly.com/strains/terry-t,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Double Up Mints,https://www.leafly.com/strains/double-up-mints,Hybrid,aka Double Up Mintz,,,THC —,CBD —,,,,,,,,,,,,,,,,
Apple Mintz,https://www.leafly.com/strains/apple-mintz,Hybrid,aka Apple Mints,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Cherpaya,https://www.leafly.com/strains/cherpaya,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Free Britney,https://www.leafly.com/strains/free-britney,Hybrid,aka #FreeBritney,2.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Lemon Poppers,https://www.leafly.com/strains/lemon-poppers,Hybrid,aka Lemon Popper,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Whipped Cream,https://www.leafly.com/strains/whipped-cream,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Anunnaki,https://www.leafly.com/strains/anunnaki,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Platinum Zkittlez,https://www.leafly.com/strains/platinum-zkittlez,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Rox,https://www.leafly.com/strains/rox,Indica,aka Roxx,,,THC —,CBD —,,,,,,,,,,,,,,,,
Easton's Cut,https://www.leafly.com/strains/eastons-cut,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Z'Lato,https://www.leafly.com/strains/zlato,Hybrid,aka Zelato,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Cornerstone,https://www.leafly.com/strains/cornerstone,Hybrid,,5.0,(1),THC 17%,CBG 1%,Focused,Pinene,,,,,,,,,,,,,,
Eden's Delight,https://www.leafly.com/strains/edens-delight,Sativa,,,,THC 14%,CBD —,,,,,,,,,,,,,,,,
Inzane Auto,https://www.leafly.com/strains/inzane-auto,Hybrid,,5.0,(1),THC 16%,CBD —,,,,,,,,,,,,,,,,
East Coast Brunch,https://www.leafly.com/strains/east-coast-brunch,Hybrid,,,,THC 16%,CBD —,,,,,,,,,,,,,,,,
Fog Dog,https://www.leafly.com/strains/fog-dog,Hybrid,aka FogDog,4.8,(5),THC 19%,CBD —,,,,,,,,,,,,,,,,
Vanilla Cake,https://www.leafly.com/strains/vanilla-cake,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Silly Susan,https://www.leafly.com/strains/silly-susan,Hybrid,,3.0,(1),THC 26%,CBD —,,,,,,,,,,,,,,,,
OMFG,https://www.leafly.com/strains/omfg,Hybrid,,4.5,(2),THC 27%,CBD —,,,,,,,,,,,,,,,,
Butterstuff,https://www.leafly.com/strains/butterstuff,Hybrid,,4.2,(6),THC —,CBD —,,,,,,,,,,,,,,,,
StarCab,https://www.leafly.com/strains/starcab,Hybrid,aka Star Cab,,,THC 24%,CBD —,,,,,,,,,,,,,,,,
First Fall,https://www.leafly.com/strains/first-fall,Sativa,,,,THC 22%,CBD —,,,,,,,,,,,,,,,,
Equanimity,https://www.leafly.com/strains/equanimity,Hybrid,,,,THC 24%,CBD —,,,,,,,,,,,,,,,,
Diamond Daze,https://www.leafly.com/strains/diamond-daze,Sativa,,,,THC 23%,CBD —,,,,,,,,,,,,,,,,
Orchard Nectar,https://www.leafly.com/strains/orchard-nectar,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Starbelley,https://www.leafly.com/strains/starbelley,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Purple Tide,https://www.leafly.com/strains/purple-tide,Hybrid,,2.0,(2),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Banana Magic,https://www.leafly.com/strains/banana-magic,Hybrid,,5.0,(2),THC 14%,CBD 0%,Aroused,Myrcene,,,,,,,,,,,,,,
Half Pint,https://www.leafly.com/strains/half-pint,Hybrid,,4.7,(6),THC —,CBD —,,,,,,,,,,,,,,,,
Bruce Banger,https://www.leafly.com/strains/bruce-banger,Hybrid,,,,THC 20%,CBD 1%,,,,,,,,,,,,,,,,
Watermelon Runtz,https://www.leafly.com/strains/watermelon-runtz,Hybrid,,5.0,(1),THC 22%,CBD —,,,,,,,,,,,,,,,,
Wuntz Again,https://www.leafly.com/strains/wuntz-again,Hybrid,,,,THC 16.5%,CBD —,,,,,,,,,,,,,,,,
White Chem,https://www.leafly.com/strains/white-chem,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Sweat Helmet,https://www.leafly.com/strains/sweat-helmet,Hybrid,,4.7,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Velvet Cookies,https://www.leafly.com/strains/velvet-cookies,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Atreyu,https://www.leafly.com/strains/atreyu,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Unicornz,https://www.leafly.com/strains/unicornz,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Heatseeker,https://www.leafly.com/strains/heatseeker,Hybrid,aka Heat Seeker,5.0,(1),THC 20%,CBD —,,,,,,,,,,,,,,,,
Gas Powered Cake,https://www.leafly.com/strains/gas-powered-cake,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Wet Betty,https://www.leafly.com/strains/wet-betty,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Fallen Soldiers,https://www.leafly.com/strains/fallen-soldiers,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Kush IV,https://www.leafly.com/strains/kush-iv,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Irish Cannonball,https://www.leafly.com/strains/irish-cannonball,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
High-C,https://www.leafly.com/strains/high-c,Hybrid,aka Hi C,,,THC —,CBD —,,,,,,,,,,,,,,,,
Hawaii 5-0,https://www.leafly.com/strains/hawaii-5-0,Hybrid,"aka Hawaii 5-O, HI-50",4.0,(1),THC 21%,CBD —,,,,,,,,,,,,,,,,
Opal,https://www.leafly.com/strains/opal,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Scratch & Sniff,https://www.leafly.com/strains/scratch-sniff,Hybrid,,,,THC 31%,CBD —,,,,,,,,,,,,,,,,
Glitter Bomb,https://www.leafly.com/strains/glitter-bomb,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Toasted Strudel,https://www.leafly.com/strains/toasted-strudel,Hybrid,,4.3,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Sephora,https://www.leafly.com/strains/sephora,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Solar Flare,https://www.leafly.com/strains/solar-flare,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
School Lunch,https://www.leafly.com/strains/school-lunch,Hybrid,aka School Lunch #3,3.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Runtz N' Laterz,https://www.leafly.com/strains/runtz-n-laterz,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Road Trip,https://www.leafly.com/strains/road-trip,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Rainbow Driver,https://www.leafly.com/strains/rainbow-driver,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Purple Pinner,https://www.leafly.com/strains/purple-pinner,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Platinum Gorilla,https://www.leafly.com/strains/platinum-gorilla,Hybrid,"aka Platinum Gorilla #1, Platinum Gorilla #3",4.4,(5),THC —,CBD —,,,,,,,,,,,,,,,,
Pie Eyed,https://www.leafly.com/strains/pie-eyed,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Motorhead,https://www.leafly.com/strains/motorhead,Hybrid,,4.7,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Mint Smash,https://www.leafly.com/strains/mint-smash,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Mac Burger,https://www.leafly.com/strains/mac-burger,Hybrid,aka Mac Burger OG,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
La Perla,https://www.leafly.com/strains/la-perla,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Kush VIII,https://www.leafly.com/strains/kush-viii,Hybrid,"aka Royal Kush, Royal Kush VIII",,,THC —,CBD —,,,,,,,,,,,,,,,,
Banana Cabana,https://www.leafly.com/strains/banana-cabana,Hybrid,,3.0,(3),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Honey Roule,https://www.leafly.com/strains/honey-roule,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Swiss Tsunami,https://www.leafly.com/strains/swiss-tsunami,Sativa,aka Swiss Tsu,4.6,(23),THC —,CBD —,Relaxed,,,,,,,,,,,,,,,
Blood Diamond,https://www.leafly.com/strains/blood-diamond,Indica,,4.8,(5),THC —,CBD —,,,,,,,,,,,,,,,,
Blue Truffle,https://www.leafly.com/strains/blue-truffle,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Pink Mars,https://www.leafly.com/strains/pink-mars,Hybrid,"aka Pink Mars Kush, Pink Mars OG",,,THC 17%,CBD —,,,,,,,,,,,,,,,,
Purple Barney,https://www.leafly.com/strains/purple-barney,Indica,aka Barney Purple,,,THC 19%,CBD —,,,,,,,,,,,,,,,,
Devine Runtz,https://www.leafly.com/strains/devine-runtz,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Galactic Runtz,https://www.leafly.com/strains/galactic-runtz,Hybrid,,5.0,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Bubble Runtz,https://www.leafly.com/strains/bubble-runtz,Hybrid,"aka Bubblegum Runtz, Bubble Gum Runtz",5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Sherbanger,https://www.leafly.com/strains/sherbanger,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
GMO-OG,https://www.leafly.com/strains/gmo-og,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Capital Haze,https://www.leafly.com/strains/capital-haze,Sativa,,,,THC 30%,CBD —,,,,,,,,,,,,,,,,
Black Demon,https://www.leafly.com/strains/black-demon,Indica,aka Black Demon OG,4.5,(4),THC —,CBD —,,,,,,,,,,,,,,,,
Orange Julius,https://www.leafly.com/strains/orange-julius,Hybrid,,5.0,(1),THC 22%,CBD 1%,,,,,,,,,,,,,,,,
White Diamond,https://www.leafly.com/strains/white-diamond,Hybrid,"aka White Diamond OG, White Diamonds",5.0,(1),THC 21%,CBD —,,,,,,,,,,,,,,,,
CherWillie,https://www.leafly.com/strains/cherwillie,Hybrid,,4.3,(3),THC 25%,CBG 1%,Focused,Myrcene,,,,,,,,,,,,,,
Crater Kush,https://www.leafly.com/strains/crater-kush,Hybrid,,,,THC 22%,CBG 1%,,Caryophyllene,,,,,,,,,,,,,,
Tachllta Till,https://www.leafly.com/strains/tachllta-till,Hybrid,,3.8,(4),THC —,CBD —,Happy,,,,,,,,,,,,,,,
Blue Persuasion,https://www.leafly.com/strains/blue-persuasion,Hybrid,aka BPR,4.1,(11),THC 17%,CBG 1%,Tingly,Myrcene,,,,,,,,,,,,,,
Dante's Inferno,https://www.leafly.com/strains/dantes-inferno,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Dark Rainbow,https://www.leafly.com/strains/dark-rainbow,Hybrid,,4.8,(4),THC 25%,CBG 1%,,,,,,,,,,,,,,,,
The Sheriff,https://www.leafly.com/strains/the-sheriff,Hybrid,,4.0,(1),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Wish Mountain,https://www.leafly.com/strains/wish-mountain,Indica,,4.5,(4),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Purple Palm Tree Delight,https://www.leafly.com/strains/purple-palm-tree-delight,Indica,,5.0,(20),THC —,CBD —,,,,,,,,,,,,,,,,
Chemical Compound,https://www.leafly.com/strains/chemical-compound,Hybrid,,5.0,(3),THC 13%,CBD 0%,,Caryophyllene,,,,,,,,,,,,,,
Lemon Mac,https://www.leafly.com/strains/lemon-mac,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Fancy Funk,https://www.leafly.com/strains/fancy-funk,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Lime Mojito,https://www.leafly.com/strains/lime-mojito,Hybrid,,,,THC —,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Lime%20Mojito,shop menus,,,,,,,,,,,,
Honeydew,https://www.leafly.com/strains/honeydew,Hybrid,,4.4,(12),THC —,CBD —,,,,,,,,,,,,,,,,
Fire Lady,https://www.leafly.com/strains/fire-lady,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Glazed Enigma,https://www.leafly.com/strains/glazed-enigma,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Breakfast Bubba,https://www.leafly.com/strains/breakfast-bubba,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Cookie King,https://www.leafly.com/strains/cookie-king,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Desert Snow,https://www.leafly.com/strains/desert-snow,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Project 4516,https://www.leafly.com/strains/project-4516,Hybrid,,4.8,(8),THC —,CBD —,,,,,,,,,,,,,,,,
Johnny Chimpo,https://www.leafly.com/strains/johnny-chimpo,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Emerald Haze,https://www.leafly.com/strains/emerald-haze,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Thai Coast,https://www.leafly.com/strains/thai-coast,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Princess Haze,https://www.leafly.com/strains/princess-haze,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Runtz Muffin,https://www.leafly.com/strains/runtz-muffin,Hybrid,,4.6,(14),THC 29%,CBD —,,,,,,,,,,,,,,,,
Cannoli,https://www.leafly.com/strains/cannoli,Hybrid,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Cake Bake,https://www.leafly.com/strains/cake-bake,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Bohemian Soap,https://www.leafly.com/strains/bohemian-soap,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Black Sherbert ,https://www.leafly.com/strains/black-sherbert,Hybrid,aka Black Sherb,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
﻿Blueberry Sundae,https://www.leafly.com/strains/blueberry-sundae,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Bananimal,https://www.leafly.com/strains/bananimal,Hybrid,aka Bananimals,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Haole,https://www.leafly.com/strains/haole,Hybrid,,4.1,(43),THC —,CBD —,Giggly,,,,,,,,,,,,,,,
Gunnpowwder,https://www.leafly.com/strains/gunnpowwder,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
KMZ,https://www.leafly.com/strains/kmz,Hybrid,aka KMZK,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Drizella,https://www.leafly.com/strains/drizella,Sativa,,4.7,(9),THC 20%,CBG 2%,Giggly,Terpinolene,,,,,,,,,,,,,,
Bergamot,https://www.leafly.com/strains/bergamot,Hybrid,aka Bergy,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Chemberrly,https://www.leafly.com/strains/chemberrly,Hybrid,,1.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
White Bubba,https://www.leafly.com/strains/white-bubba,Hybrid,aka White Bubba Kush,4.3,(3),THC 20%,CBD —,,,,,,,,,,,,,,,,
Cap Junky,https://www.leafly.com/strains/cap-junky,Hybrid,aka Miracle Mints,5.0,(7),THC —,CBD —,,,,,,,,,,,,,,,,
Sea Monkey,https://www.leafly.com/strains/sea-monkey,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pink Jesus,https://www.leafly.com/strains/pink-jesus,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pacman,https://www.leafly.com/strains/b18e2d3a-3f92-4e3d-8cd7-990eda17ec70,Indica,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Hawaiian Skunk Face,https://www.leafly.com/strains/hawaiian-skunk-face,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Agent X,https://www.leafly.com/strains/agent-x,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Big Dipper,https://www.leafly.com/strains/big-dipper,Hybrid,,,,THC 36%,CBD —,,,,,,,,,,,,,,,,
Permanent Marker,https://www.leafly.com/strains/permanent-marker,Hybrid,,5.0,(5),THC —,CBD —,,,,,,,,,,,,,,,,
Dementia,https://www.leafly.com/strains/dementia,,,5.0,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Mac Daddy,https://www.leafly.com/strains/mac-daddy,Hybrid,,4.5,(6),THC —,CBD —,,,,,,,,,,,,,,,,
Happy Hour,https://www.leafly.com/strains/happy-hour,Hybrid,aka Happy Hour #3,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Headcracker,https://www.leafly.com/strains/headcracker,Hybrid,aka Head Cracker,4.8,(5),THC 25.5%,CBD —,,,,,,,,,,,,,,,,
Grape Blow,https://www.leafly.com/strains/grape-blow,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Granny's Sundae,https://www.leafly.com/strains/grannys-sundae,Hybrid,aka Granny Sundae,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Gnu Glue,https://www.leafly.com/strains/gnu-glue,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pebble Punch,https://www.leafly.com/strains/pebble-punch,Indica,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Zlime,https://www.leafly.com/strains/zlime,Hybrid,,3.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Z-Technology,https://www.leafly.com/strains/z-technology,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Doggy Bag,https://www.leafly.com/strains/doggy-bag,Hybrid,aka The Doggy Bag,4.2,(6),THC —,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Doggy%20Bag,shop menus,,,,,,,,,,,,
Dog Waze,https://www.leafly.com/strains/dog-waze,Hybrid,aka DogWaze,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Dirty Kush Breath,https://www.leafly.com/strains/dirty-kush-breath,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Delta Diamonds,https://www.leafly.com/strains/delta-diamonds,Hybrid,aka Delta Diamond,4.8,(4),THC 16.5%,CBD —,,,,,,,,,,,,,,,,
Gas Breath,https://www.leafly.com/strains/gas-breath,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Fotia,https://www.leafly.com/strains/fotia,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Blueberry Octane,https://www.leafly.com/strains/blueberry-octane,Hybrid,,4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
Chasca,https://www.leafly.com/strains/chasca,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Robot Girl,https://www.leafly.com/strains/robot-girl,Hybrid,,,,THC 21%,CBD —,,,,,,,,,,,,,,,,
Bridge H20,https://www.leafly.com/strains/bridge-h20,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Big League Sherb,https://www.leafly.com/strains/big-league-sherb,Hybrid,,4.7,(3),THC —,CBD —,,,https://www.leafly.com/search/shop?shopCategory=strain&shopName=Big%20League%20Sherb,shop menus,,,,,,,,,,,,
Beach Grapes,https://www.leafly.com/strains/beach-grapes,Hybrid,,4.2,(6),THC —,CBD —,,,,,,,,,,,,,,,,
Azazel,https://www.leafly.com/strains/azazel,Hybrid,,4.4,(8),THC —,CBD —,,,,,,,,,,,,,,,,
Watermelon Sorbet,https://www.leafly.com/strains/watermelon-sorbet,Hybrid,,4.7,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Designer Runtz,https://www.leafly.com/strains/designer-runtz,Hybrid,,3.8,(4),THC —,CBD —,,,,,,,,,,,,,,,,
Private Reserve,https://www.leafly.com/strains/private-reserve,Hybrid,aka PR,4.3,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Pie Hole,https://www.leafly.com/strains/pie-hole,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Hula Dancer,https://www.leafly.com/strains/hula-dancer,Hybrid,,5.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Haze Off,https://www.leafly.com/strains/haze-off,Hybrid,,,,THC 24%,CBG 1%,,Limonene,,,,,,,,,,,,,,
Pestilence,https://www.leafly.com/strains/pestilence,Indica,,5.0,(1),THC —,CBD —,Sleepy,,,,,,,,,,,,,,,
Chocolate Eruption,https://www.leafly.com/strains/chocolate-eruption,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Pacific Pineapple,https://www.leafly.com/strains/pacific-pineapple,Hybrid,,,,THC 16%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Pike Place Purps,https://www.leafly.com/strains/pike-place-purps,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Sausage Berry,https://www.leafly.com/strains/sausage-berry,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Thai Pearl,https://www.leafly.com/strains/thai-pearl,Hybrid,,,,THC 25%,CBG 1%,,Limonene,,,,,,,,,,,,,,
White Voodoo,https://www.leafly.com/strains/white-voodoo,Hybrid,,,,THC 17%,CBD 0%,,Myrcene,,,,,,,,,,,,,,
Timberline Haze,https://www.leafly.com/strains/timberline-haze,Hybrid,,,,THC 17%,CBG 1%,,Pinene,,,,,,,,,,,,,,
Mental Floss,https://www.leafly.com/strains/mental-floss,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Puffin Purple,https://www.leafly.com/strains/puffin-purple,Indica,,,,THC 15%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Stairway to Heaven,https://www.leafly.com/strains/stairway-to-heaven,Hybrid,,,,THC 14%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Pope Von Alien,https://www.leafly.com/strains/pope-von-alien,Hybrid,"aka Pope Von Dank, Pope",,,THC —,CBD —,,,,,,,,,,,,,,,,
Glory Days,https://www.leafly.com/strains/glory-days,Hybrid,aka Glory Daze,,,THC 21%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
Grouch,https://www.leafly.com/strains/grouch,Hybrid,"aka The Grouch, Grouch OG",4.5,(2),THC —,CBD —,,,,,,,,,,,,,,,,
QuickSilver,https://www.leafly.com/strains/quicksilver,Hybrid,aka Johnny Quest,4.7,(3),THC —,CBD —,,,,,,,,,,,,,,,,
Pinesicle Helen Back,https://www.leafly.com/strains/pinesicle-helen-back,Hybrid,aka Helen Beck Pinesicle,3.0,(1),THC —,CBD —,Uplifted,,,,,,,,,,,,,,,
Bubba Fish,https://www.leafly.com/strains/bubba-fish,Hybrid,aka MDK,,,THC 21%,CBG 3%,,Caryophyllene,,,,,,,,,,,,,,
Buddha's Dream,https://www.leafly.com/strains/buddha-s-dream,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Citrus Queen,https://www.leafly.com/strains/citrus-queen,Hybrid,,5.0,(1),THC 23%,CBG 1%,Tingly,Caryophyllene,,,,,,,,,,,,,,
Live Long and Prosper,https://www.leafly.com/strains/live-long-and-prosper,Hybrid,,4.0,(1),THC 15%,CBD 0%,,Limonene,,,,,,,,,,,,,,
Somari,https://www.leafly.com/strains/somari,Hybrid,,4.3,(3),THC —,CBD —,Hungry,,,,,,,,,,,,,,,
Appalachian Power,https://www.leafly.com/strains/appalachian-power,Sativa,,4.3,(6),THC —,CBD —,Talkative,,,,,,,,,,,,,,,
One Love,https://www.leafly.com/strains/one-love,Hybrid,,4.0,(1),THC —,CBD —,,,,,,,,,,,,,,,,
Can't Touch This,https://www.leafly.com/strains/cant-touch-this,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Decent,https://www.leafly.com/strains/decent,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
Berry Baoxom,https://www.leafly.com/strains/berry-baoxom,Hybrid,,,,THC —,CBD —,,,,,,,,,,,,,,,,
OGmatic,https://www.leafly.com/strains/ogmatic,Hybrid,,,,THC 20%,CBG 1%,,Limonene,,,,,,,,,,,,,,
Space Oddity,https://www.leafly.com/strains/space-oddity,Hybrid,,,,THC 18%,CBG 1%,,Myrcene,,,,,,,,,,,,,,
